source,relationship,target
[TEMP]\logexts.dat,hash,a6b9975bfe02432e80c7963147c4011a4f7cdb9baaee4ae8d27aaff7dff79c2b
Trochilus dropper,drop,[TEMP]\logexts.dll
[TEMP]\logexts.dll,hash,a73a4c0aa557241a09e137387537e04ce582c989caa10a6644d4391f00a836ef
Trochilus dropper,drop,[TEMP]\logger.dat
[TEMP]\logger.dat,hash,10456bc3b5cfd2f1b1ab9c3833022ef52f5e9733d002ab237bdebad09b125024
Trochilus dropper,drop,[TEMP]\[RANDOM_DIGITS].doc
[TEMP]\[RANDOM_DIGITS].doc,hash,d295712185de2e5f8811b0ce7384a04915abdf970ef0f087c294bb00e340afad
(LoadLibraryA,load,[TEMP]\logexts.dll
[TEMP]\logexts.dll,loader,logexts.dll
logexts.dll,check,WINLOGON.EXE
logexts.dll,start,C:\ProgramData\Logger\Logger.exe
logexts.dll,construct,Logger.dat
attackers,installed,cal.exe
cal.exe,hash,12534f7014b3338d8f9f86ff1bbeacf8c80ad03f1d0d19077ff0e406c58b5133
cal.exe,tool,LadonGo v3.8
LadonGo v3.8,written in,Go
attackers,used,LadonGo
Crash Handler,named,svchost.exe
svchost.exe,install,Mimikatz
Mimikatz,name,test.exe
test.exe,hash,912018ab3c6b16b39ee84f17745ff0c80a33cee241013ec35d0281e40c0658d9
attackers,run,LadonGo
LadonGo,exploit,CVE-2020-1472
attackers,deploye,kb0394623.exe
PsExec,execute,Crash Handler
Crash Handler,name,javac.exe
javac.exe,copy to,csidl_program_files\windows mail\winmailservice.exe
attackers,run,dnscmd.exe
dnscmd.exe,hash,67877821bf1574060f4e45ab8be62e28f54fb40a23ce70b86a6369a4d63db5bc
Crash Handler,install,imjpuex.exe
Crash Handler,execute,5c4456f061ff764509a2b249f579a5a14d475c6714f714c5a45fdd67921b9fda
Crash Handler,execute,ded734f79058c36a6050d801e1fb52cd5ca203f3fd6af6ddea52244132bd1b51
attacker,execute,svchost.exe
Mimikatz,download from,https://raw.githubusercontent.com/<redacted>/Invoke-Mimikatz.ps1
threat actor,use,comsvcs.dll
comsvcs.dll,dump LSASS memory,rundll32.exe
threat actor,use,taskmgr.exe
Latin American banking Trojan,directed to,hxxps://centreldaconsulta[.]com/
Latin American banking Trojan,directed to,hxxps://www.centralcfconsulta[.]net/
Latin American banking Trojan,directed to,hxxps://centralcfconsulta[.]net/index3.php?api=vFUMIfUzGz2QdjxTFKAMyTlh
Latin American banking Trojan,directed to,hxxps://centralcfconsulta.net/
Latin American banking Trojan,directed to,hxxps://www.centralcfconsulta[.]net/index3.php?api=r0ubnHRxDycEy5uFPViNA55Y3t
Latin American banking Trojan,directed to,hxxps://centreldaconsulta[.]com/index3.php?api=nJsdr1J3h0fsG18sRAVQt6JjVW
Latin American banking Trojan,directed to,hxxps://centreldaconsulta[.]com/index3.php?api=ThMyMCAQEOLIC9nO
Latin American banking Trojan,directed to,hxxps://www.centralcfconsulta[.]net/index3.php?api=wen1eIFCeUh0jAS3mWIDUhSLt3sXMQ
SCHTASKS,create,deep-versed.nls
deep-versed.nls,hash,817901df616c77dd1e5694e3d75aebb3a52464c23a06820517108c74edd07fbc
deep-versed.nls,save as,deep-green.exe
deep-green.exe,hash,1ddc9b873fe4f4c8cf8978b6b1bb0e4d9dc07e60ba188ac6a5ad8f162d2a1e8f
deep-green.exe,tool,UltraVNC
deep-green.exe,hash,f6c56a51c1f0139036e80a517a6634d4d87d05cce17c4ca5adc1055b42bf03aa
deep-green.exe,tool,procexp
deep-green.exe,hash,de5a53a3b75e3e730755af09e3cacb7e6d171fc9b1853a7200e5dfb9044ab20a
deep-green.exe,hash,d15a7e69769f4727f7b522995a17a0206ac9450cfb0dfe1fc98fd32272ee5ba7
Custom Downloader,leverage,Costura Assembly Loader
Custom Downloader,download,hxxps://outportal[.]azurewebsites.net/api/Values_V2/Getting3210
Custom Downloader,check,[ARTEFACTS_FOLDER]\winser.dll
Backdoor.Graphon,loadpoint,MicrosoftSystemServices
Backdoor.Graphon,decoy,hxxps://usedust[.]com
Backdoor.Graphon,communicate with,Microsoft infrastructure
MicrosoftSystemServices,URL,hxxps://usedust[.]com
Backdoor.Graphon,communicate with,hxxps://microsoftmsdn[.]azurewebsites.net/api/Values_V1/AuthAsyncComplete_V1?Identity=[INFECTION_ID]
Backdoor.Graphon,communicate with,hxxps://microsoftsgraphapi[.]azurewebsites.net/api/Values_V1/AuthAsyncComplete_V1?Identity=[INFECTION_ID]
Backdoor.Graphon,communicate with,hxxps://msdnmicrosoft.azurewebsites[.]net/api/Values_V1/AuthAsyncComplete_V1?Identity=[INFECTION_ID]
attacker,execute,powershell
powershell,wget,hxxp://209.14.0[.]234:46613/VcEtrKighyIFS5foGNXH
attacker,exploit,CVE-2021-36942
attacker,copy from,https://github.com/zcgonvh/EfsPotato
https://github.com/zcgonvh/EfsPotato,copy,efspotato.exe
efspotato.exe,has,active_desktop_render.dll
efspotato.exe,has,active_desktop_launcher.exe
Raindrop,deploy,Cobalt Strike Beacon
Raindrop,similar configuration,Teardrop
Teardrop,sample hash,b820e8a2057112d0ed73bd7995201dbed79a79e13c79d4bdad81a22f12387e07
Raindrop,sample hash,be9dbbec6937dfe0a652c0603d4972ba354e83c06b8397d6555fd1847da36725
Teardrop,sample hash,f2d38a29f6727f4ade62d88d8a68de0d52a0695930b8c92437a2f9e4de92e418
Teardrop,deploy,Cobalt Strike
b820e8a2057112d0ed73bd7995201dbed79a79e13c79d4bdad81a22f12387e07,load,upbeat_anxiety.jpg
1817a5bf9c01035bcf8a975c9f1d94b0ce7f6a200339485d8f93859f8f6d730c,load,festive_computer.jpg
Backdoor.Teardrop,extract,Cobalt Strike
Cobalt Strike,connect,infinitysoftwares[.]com
rundll32.exe,load,resources.dll
resources.dll,access,lsass.exe
resources.dll,use,Mimikatz
Bing search engine,leads to,WinSCP application
WinSCP application,leads to,winsccp[.]com
winsccp[.]com,redirects to,infected WordPress webpage
malicious actor,changed URL to,4shared
malicious actor,uses,infected WordPress webpage
malicious actor,uses,bot core
malicious actor,drops,payload
USB Driver.exe,copy,autorun.inf
USB Driver.exe,sideload,ACNSHELL malware
ACNSHELL malware,create,reverse shell
reverse shell,connect to,closed[.]theworkpc[.]com
Earth Kitsune,attribution,WhiskerSpy
WhiskerSpy,C&C domain,updategoogle[.]servehttp[.]com
WhiskerSpy,delivery server domain,microsoftwindow[.]sytes[.]net
Facebook accounts,advertise,scam messages
scam messages,cite,download.tw1988[.]link
TgToxic,behind,sextortion and cryptocurrency scams
Celas LLC,use,Phishing: Spearphishing Link
Phishing: Spearphishing Link,domain,celasllc[.]com
celasllc[.]com,IP,45.199.63[.]220
celasllc[.]com,IP,107.187.66[.]103
celasllc[.]com,IP,145.249.106[.]19
celasllc[.]com,IP,175.29.32[.]160
celasllc[.]com,IP,185.142.236[.]213
celasllc[.]com,IP,185.181.104[.]82
celasllc[.]com,IP,198.251.83[.]27
celasllc[.]com,IP,208.91.197[.]46
celasllc[.]com,IP,209.99.64[.]18
celasllc[.]com,tool,Sectigo
Sectigo,tool,SSL certificate
Celas Trade Pro Application,tool,Windows Program
Celas Trade Pro,use,MSI Installer
celasllc[.]com,signed by,Sectigo certificate
Sectigo certificate,used for,celasllc[.]com
AppleJeus Version 2,identified as,JMT Trading
JMT Trading,marketed and distributed on,jmttrading[.]org
jmttrading[.]org,resolved to,45.33.2[.]79
jmttrading[.]org,resolved to,45.33.23[.]183
jmttrading[.]org,resolved to,45.56.79[.]23
jmttrading[.]org,resolved to,45.79.19[.]196
jmttrading[.]org,resolved to,96.126.123[.]244
jmttrading[.]org,resolved to,146.112.61[.]107
jmttrading[.]org,resolved to,184.168.221[.]40
jmttrading[.]org,resolved to,184.168.221[.]57
jmttrading[.]org,resolved to,198.187.29[.]20
jmttrading[.]org,resolved to,198.54.117[.]197
jmttrading[.]org,resolved to,198.54.117[.]198
jmttrading[.]org,resolved to,198.54.117[.]199
jmttrading[.]org,resolved to,198.54.117[.]200
jmttrading[.]org,resolved to,198.58.118[.]167
jmttrading[.]org,has,Sectigo SSL certificate
Sectigo SSL certificate,issued by,Let's Encrypt
MSI Installer,installs,JMTTrader.exe
MSI Installer,installs,CrashReporter.exe
Union Crypto,domain,unioncrypto[.]vip
unioncrypto[.]vip,resolved to,104.168.167[.]16
unioncrypto[.]vip,resolved to,198.54.117[.]197
unioncrypto[.]vip,resolved to,198.54.117[.]198
unioncrypto[.]vip,resolved to,198.54.117[.]199
unioncrypto[.]vip,resolved to,198.54.117[.]200
unioncrypto[.]vip,recorded on,https://www.unioncrypto[.]vip/download/W6c2dq8By7luMhCmya2v97YeN
unioncrypto[.]vip,had,Sectigo SSL certificate
unioncrypto[.]vip,seen in,Windows Program
Windows Program,extracts,UnionCryptoTrader.msi
Windows Program,runs,UnionCryptoUpdater.msi
Windows Program,installs,UnionCryptoUpdater.exe
Windows Program,deletes,UnionCryptoUpdater.msi
Windows Program,runs,UnionCryptoUpdater.exe
AppleJeus,marketed and distributed by,Kupay Wallet
Kupay Wallet,domain,kupaywallet[.]com
kupaywallet[.]com,resolved to,104.200.67[.]96
kupaywallet[.]com,had,Sectigo SSL certificate
AppleJeus Version 5,marketed and distributed by,CoinGoTrade
CoinGoTrade,domain,coingotrade[.]com
coingotrade[.]com,resolved to,198.54.114[.]175
198.54.114[.]175,controlled by,NameCheap Inc.
coingotrade[.]com,same ASN,Dorusio[.]com
coingotrade[.]com,same ASN,Ants2Whale[.]com
coingotrade[.]com,had,SSL certificate
AppleJeus,distributed by,Dorusio
Dorusio,website,dorusio[.]com
dorusio[.]com,Acquire Infrastructure,T1587.001
Dorusio,malware,AppleJeus
Dorusio,develop capabilities,T1587.001
dorusio[.]com,resolve to,198.54.115[.]51
198.54.115[.]51,controlled by,NameCheap Inc.
198.54.115[.]51,same ASN,CoinGoTrade[.]com
198.54.115[.]51,same ASN,Ants2Whale[.]com
Dorusio Application Analysis Windows Program,installs,Dorusio.exe
Dorusio Application Analysis Windows Program,installs,DorusioUpgrade.exe
Dorusio.exe,runs,DorusioUpgrade.exe
proposal_pakistan110.chm:error.html,opened by,archiver tool
proposal_pakistan110.chm:error.html,opened by,Microsoft Edge browser
archiver tool,executed,backdoor
attacker's infrastructure,IP,450ebd66ba67bb46bf18d122823ff07ef4a7b11afe63b6f269aec9236a1790cd
attacker's infrastructure,IP,ee32bde60d1175709fde6869daf9c63cd3227155e37f06d45a27a2f45818a3dc
attacker's infrastructure,IP,071e20a982ea6b8f9d482685010be7aaf036401ea45e2977aca867cedcdb0217
JsuObf.exe,exfiltrate data to,89.34.237.118:2020
Quasar RAT,download,FastUploader
FastUploader,install to,"csidl_profile\appdataoaming\adobetp.exe"
command and control (C&C) server,observed connecting with,174[.]127[.]99[.]211
Command and Control (C2) server,IP,79.137.206[.]228
PowerBots (C) GohacK,C2,49[.]212[.]234[.]206:3303
perlbot,use,flooding attacks
B0tchZ 0.2a,variant of,perlbot
46[.]101[.]183[.]162,seen in,B0tchZ 0.2a
198[.]98[.]61[.]106:8080,C2 server of,B0tchZ 0.2a
AsyncRAT,dumped from,notepad.exe
AsyncRAT,communicates with,95.216.102.32:6606
AsyncRAT,communicates with,95.216.102.32:7707
AsyncRAT,communicates with,95.216.102.32:8808
163[.]123[.]142[.]210,originate from,attack
185[.]17[.]0[.]19,originate from,attack
ScrubCrypt,load,miner
ScrubCrypt,invoke,explorer.exe
ScrubCrypt,communicate with,C2 server
ScrubCrypt,download,plugin_3.dll
ScrubCrypt,download,plugin_4.dll
plugin_3.dll,identical to,plugin_4.dll
C2 servers,distribute,Mirai-based SORA variant
C2 servers,distribute,Zerobot
176[.]65[.]137[.]5,C2 server,Mirai-based SORA variant
176[.]65[.]137[.]5,C2 server,Zerobot
hxxp://176[.]65[.]137[.]5/bins/zero[.]x86,distribute,Zerobot
Zerobot,family,Golang botnets
security plugins,bypass,C2 server
C2 server,IP,89[.]208[.]107[.]12
PHP script,use,C2 server
binary,use,C2 server
PHP/GoTrim!tr.dldr,name,PHP/GoTrim!tr.dldr
The web shell,modification,PhpSpy
PhpSpy,is,backdoor
The web shell,link,magiccoder.ir
GuLoader,delivered as,NSIS executable
GuLoader,observed process,ieinstal.exe
GuLoader,observed process,ieinstal.exe
GuLoader,downloaded from,hxxp://178.73.192[.]15/ca1.exe
GuLoader,abused,transfer[.]sh
Loadpoint,file,Form.pdb
Form.pdb,hash,180970fce4a226de05df6d22339dd4ae03dfd5e451dcf2d464b663e86c824b8e
Form.pdb,load,FormDll.dll
Form.pdb,call,DoRVA
DoRVA,hash,a6020794bd6749e0765966cd65ca6d5511581f47cc2b38e41cb1e7fddaa0b221
DoRVA,the same toolset,Merdoor loader
DoRVA,read and delete,res.ini
DoRVA,read and delete,\TdiProxy0
DoRVA,terminate,egui.exe
DoRVA,terminate,ekrn.exe
DoRVA,terminate,msmpeng.exe
libffmpeg.dylib,hash,a64fa9f1c76457ecc58402142a8728ce34ccba378c17318b3340083eeb7acc67
libffmpeg.dylib,hash,fee4f9dabc094df24d83ec1a8c4e4ff573e5d9973caa676f58086c99561382d7
libffmpeg.dylib,download payload from,https://msstorageazure[.]com/analysis
variants,embed,officestoragebox[.]com/api/biosync
variants,embed,visualstudiofactory[.]com/groupcore
variants,embed,azuredeploystore[.]com/cloud/images
variants,embed,msstorageboxes[.]com/xbox
variants,embed,officeaddons[.]com/quality
variants,embed,sourceslabs[.]com/status
variants,embed,zacharryblogs[.]com/xmlquery
variants,embed,pbxcloudeservices[.]com/network
variants,embed,pbxphonenetwork[.]com/phone
variants,embed,akamaitechcloudservices[.]com/v2/fileapi
variants,embed,azureonlinestorage[.]com/google/storage
variants,embed,msedgepackageinfo[.]com/ms-webview
variants,embed,pbxsources[.]com/queue
Blackfly,use,Backdoor.Winnkit
Backdoor.Winnkit,hash,caba1085791d13172b1bb5aca25616010349ecce17564a00cb1d89c7158d6459
Backdoor.Winnkit,hash,cf6bcd3a62720f0e26e1880fe7ac9ca6c62f7f05f1f68b8fe59a4eb47377880a
Backdoor.Winnkit,hash,e1e0b887b68307ed192d393e886d8b982e4a2fd232ee13c2f20cd05f91358596
Backdoor.Winnkit,hash,a3078d0c4c564f5efb1460e7d341981282f637d38048501221125756bc740aac
Backdoor.Winnkit,hash,714cef77c92b1d909972580ec7602b0914f30e32c09a5e8cb9cb4d32aa2a2196
Blackfly,use,Rootkit driver
Rootkit driver,associated with,Blackfly
Blackfly,use,Credential-dumping tool
Credential-dumping tool,hash,100cad54c1f54126b9d37eb8c9e426cb609fc0eda0e9a241c2c9fd5a3a01ad6c
Blackfly,use,Screenshotting tool
Screenshotting tool,hash,452d08d420a8d564ff5df6f6a91521887f8b9141d96c77a423ac7fc9c28e07e4
Blackfly,use,Process-hollowing tool
Process-hollowing tool,hash,1cc838896fbaf7c1996198309fbf273c058b796cd2ac1ba7a46bee6df606900e
Blackfly,use,SQL tool
SQL tool,hash,4ae2cb9454077300151e701e6ac4e4d26dc72227135651e02437902ac05aa80d
Blackfly,use,Mimikatz
Mimikatz,hash,b28456a0252f4cd308dfb84eeaa14b713d86ba30c4b9ca8d87ba3e592fd27f1c
Blackfly,use,ForkPlayground
ForkPlayground,hash,a3acb9f79647f813671c1a21097a51836b0b95397ebc9cd178bc806e1773c864
Blackfly,use,Proxy configuration tool
Proxy configuration tool,hash,5e51bdf067e5781d2868d97e7608187d2fec423856dbc883c6f81a9746e99b9f
Proxy configuration tool,hash,d4e1f09cb7b9b03b4779c87f2a10d379f1dd010a9686d221c3a9f45bda5655ee
Proxy configuration tool,hash,f138d785d494b8ff12d4a57db94958131f61c76d5d2c4d387b343a213b29d18f
Launcher_S0FT-2O23.exe,is,Vidar Stealer
Launcher_S0FT-2O23.exe,hash of this file,820bbfc1f5023af60a7048a0c25e3db51b481afd6986bf1b5ff806cf604c1f4c
Launcher_S0FT-2O23.exe,hash of this file,e256b5ef66c4e56dac32934594b41e7e8cf432f834046e1c24c0827b120e6ddb
Vaxa.exe,is,Miner Installer
Vaxa.exe,hash,44810cead810cd546a8983e464157a4eb98ebbd518c4f4249e6b99e7f911090f
Vaxa.exe,decrypt,shellcode
shellcode,inject,Task32Main
Task32Main,hash,5630c8f0dcd2393daf8477e6e4e419b0d0faf6780b6f1e00ad7a09fd37ddcdd3
Task32Main,within,Regsvcs.exe
Task32Main,installing,watchdog
hxxp://109[.]206[.]243[.]207/ssh/x86_64,servering,Bash scripts
RapperBot,use,Bash scripts
Bash scripts,hash,7f6e0fa785820075a61819ca6b272a239733b770eb8a92a4056cf5d26d89795f
Bash scripts,download,XMRig crypto miner
XMRig crypto miner,hash,0ad68d5804804c25a6f6f3d87cc3a3886583f69b7115ba01ab7c6dd96a186404
XMRig,for,cryptojacking
XMRig,hash,f06d698967cee77e5a7bf9835b0a93394097e7590c156ed0d8c6304345701cfa
XMRig,merged,RapperBot
malware,link,79[.]137[.]203[.]156
malware,download,miner.bat
malware,download,plugin_3.dll
malware,download,plugin_4.dll
hxxps://discordapp[.]com/api/webhooks/1068100542682902558/9JUsLnJZLyEkc_bGS85KTa5M1VWZ2J496v6Ruo7oUclFE08osfXNZL_OK5YDGOPYHLFy,in,Spidey Bot
Exbyte,upload,Mega.co.nz
Exbyte,check,avghooka.dll
Exbyte,check,avghookx.dll
Exbyte,check,sxin.dll
Exbyte,check,sf2.dll
Exbyte,check,sbiedll.dll
Exbyte,check,snxhk.dll
Exbyte,check,cmdvrt32.dll
Exbyte,check,cmdvrt64.dll
Exbyte,check,wpespy.dll
Exbyte,check,vmcheck.dll
Exbyte,check,pstorec.dll
Exbyte,check,dir_watch.dll
Exbyte,check,api_log.dll
Exbyte,check,dbghelp.dll
Exbyte,similar to,BlackByte
Webworm,develop,Trochilus dropper
Trochilus dropper,hash,6201c604ac7b6093dc8f6f12a92f40161508af1ddffa171946b876442a66927e
Trochilus Dropper,hash,b9a0602661013d973bc978d64b7abb6bed20cf0498d0def3acb164f0d303b646
Trochilus Dropper,hash,c71e0979336615e67006e20b24baafb19d600db94f93e3bf64181478dfc056a8
Trochilus dropper,drop,[TEMP]\Logger.exe
[TEMP]\Logger.exe,hash,28d78e52420906794e4059a603fa9f22d5d6e4479d91e9046a97318c83998679
Trochilus dropper,drop,[TEMP]\sc.cfg
[TEMP]\sc.cfg,hash,a618b3041935ec3ece269effba5569b610da212b1aa3968e5645f3e37d478536
Trochilus dropper,drop,[TEMP]\logexts.dat
[TEMP]\logexts.dat,hash,a6b9975bfe02432e80c7963147c4011a4f7cdb9baaee4ae8d27aaff7dff79c2b
Trochilus dropper,drop,[TEMP]\logexts.dll
[TEMP]\logexts.dll,hash,a73a4c0aa557241a09e137387537e04ce582c989caa10a6644d4391f00a836ef
Trochilus dropper,drop,[TEMP]\logger.dat
[TEMP]\logger.dat,hash,10456bc3b5cfd2f1b1ab9c3833022ef52f5e9733d002ab237bdebad09b125024
Trochilus dropper,drop,[TEMP]\[RANDOM_DIGITS].doc
[TEMP]\[RANDOM_DIGITS].doc,hash,d295712185de2e5f8811b0ce7384a04915abdf970ef0f087c294bb00e340afad
(LoadLibraryA,load,[TEMP]\logexts.dll
[TEMP]\logexts.dll,loader,logexts.dll
logexts.dll,check,WINLOGON.EXE
logexts.dll,start,C:\ProgramData\Logger\Logger.exe
logexts.dll,construct,Logger.dat
attackers,installed,cal.exe
cal.exe,hash,12534f7014b3338d8f9f86ff1bbeacf8c80ad03f1d0d19077ff0e406c58b5133
cal.exe,tool,LadonGo v3.8
LadonGo v3.8,written in,Go
attackers,used,LadonGo
Crash Handler,named,svchost.exe
svchost.exe,install,Mimikatz
Mimikatz,name,test.exe
test.exe,hash,912018ab3c6b16b39ee84f17745ff0c80a33cee241013ec35d0281e40c0658d9
attackers,run,LadonGo
LadonGo,exploit,CVE-2020-1472
attackers,deploye,kb0394623.exe
PsExec,execute,Crash Handler
Crash Handler,name,javac.exe
javac.exe,copy to,csidl_program_files\windows mail\winmailservice.exe
attackers,run,dnscmd.exe
dnscmd.exe,hash,67877821bf1574060f4e45ab8be62e28f54fb40a23ce70b86a6369a4d63db5bc
Crash Handler,install,imjpuex.exe
Crash Handler,execute,5c4456f061ff764509a2b249f579a5a14d475c6714f714c5a45fdd67921b9fda
Crash Handler,execute,ded734f79058c36a6050d801e1fb52cd5ca203f3fd6af6ddea52244132bd1b51
attacker,execute,svchost.exe
Mimikatz,download from,https://raw.githubusercontent.com/<redacted>/Invoke-Mimikatz.ps1
threat actor,use,comsvcs.dll
comsvcs.dll,dump LSASS memory,rundll32.exe
threat actor,use,taskmgr.exe
Latin American banking Trojan,directed to,hxxps://centreldaconsulta[.]com/
Latin American banking Trojan,directed to,hxxps://www.centralcfconsulta[.]net/
Latin American banking Trojan,directed to,hxxps://centralcfconsulta[.]net/index3.php?api=vFUMIfUzGz2QdjxTFKAMyTlh
Latin American banking Trojan,directed to,hxxps://centralcfconsulta.net/
Latin American banking Trojan,directed to,hxxps://www.centralcfconsulta[.]net/index3.php?api=r0ubnHRxDycEy5uFPViNA55Y3t
Latin American banking Trojan,directed to,hxxps://centreldaconsulta[.]com/index3.php?api=nJsdr1J3h0fsG18sRAVQt6JjVW
Latin American banking Trojan,directed to,hxxps://centreldaconsulta[.]com/index3.php?api=ThMyMCAQEOLIC9nO
Latin American banking Trojan,directed to,hxxps://www.centralcfconsulta[.]net/index3.php?api=wen1eIFCeUh0jAS3mWIDUhSLt3sXMQ
SCHTASKS,create,deep-versed.nls
deep-versed.nls,hash,817901df616c77dd1e5694e3d75aebb3a52464c23a06820517108c74edd07fbc
deep-versed.nls,save as,deep-green.exe
deep-green.exe,hash,1ddc9b873fe4f4c8cf8978b6b1bb0e4d9dc07e60ba188ac6a5ad8f162d2a1e8f
deep-green.exe,tool,UltraVNC
deep-green.exe,hash,f6c56a51c1f0139036e80a517a6634d4d87d05cce17c4ca5adc1055b42bf03aa
deep-green.exe,tool,procexp
deep-green.exe,hash,de5a53a3b75e3e730755af09e3cacb7e6d171fc9b1853a7200e5dfb9044ab20a
deep-green.exe,hash,d15a7e69769f4727f7b522995a17a0206ac9450cfb0dfe1fc98fd32272ee5ba7
Custom Downloader,leverage,Costura Assembly Loader
Custom Downloader,download,hxxps://outportal[.]azurewebsites.net/api/Values_V2/Getting3210
Custom Downloader,check,[ARTEFACTS_FOLDER]\winser.dll
Backdoor.Graphon,loadpoint,MicrosoftSystemServices
Backdoor.Graphon,decoy,hxxps://usedust[.]com
Backdoor.Graphon,communicate with,Microsoft infrastructure
MicrosoftSystemServices,URL,hxxps://usedust[.]com
Backdoor.Graphon,communicate with,hxxps://microsoftmsdn[.]azurewebsites.net/api/Values_V1/AuthAsyncComplete_V1?Identity=[INFECTION_ID]
Backdoor.Graphon,communicate with,hxxps://microsoftsgraphapi[.]azurewebsites.net/api/Values_V1/AuthAsyncComplete_V1?Identity=[INFECTION_ID]
Backdoor.Graphon,communicate with,hxxps://msdnmicrosoft.azurewebsites[.]net/api/Values_V1/AuthAsyncComplete_V1?Identity=[INFECTION_ID]
attacker,execute,powershell
powershell,wget,hxxp://209.14.0[.]234:46613/VcEtrKighyIFS5foGNXH
attacker,exploit,CVE-2021-36942
attacker,copy from,https://github.com/zcgonvh/EfsPotato
https://github.com/zcgonvh/EfsPotato,copy,efspotato.exe
efspotato.exe,has,active_desktop_render.dll
efspotato.exe,has,active_desktop_launcher.exe
Raindrop,deploy,Cobalt Strike Beacon
Raindrop,similar configuration,Teardrop
Teardrop,sample hash,b820e8a2057112d0ed73bd7995201dbed79a79e13c79d4bdad81a22f12387e07
Raindrop,sample hash,be9dbbec6937dfe0a652c0603d4972ba354e83c06b8397d6555fd1847da36725
Teardrop,sample hash,f2d38a29f6727f4ade62d88d8a68de0d52a0695930b8c92437a2f9e4de92e418
Teardrop,deploy,Cobalt Strike
b820e8a2057112d0ed73bd7995201dbed79a79e13c79d4bdad81a22f12387e07,load,upbeat_anxiety.jpg
1817a5bf9c01035bcf8a975c9f1d94b0ce7f6a200339485d8f93859f8f6d730c,load,festive_computer.jpg
Backdoor.Teardrop,extract,Cobalt Strike
Cobalt Strike,connect,infinitysoftwares[.]com
rundll32.exe,load,resources.dll
resources.dll,access,lsass.exe
resources.dll,use,Mimikatz
Bing search engine,leads to,WinSCP application
WinSCP application,leads to,winsccp[.]com
winsccp[.]com,redirects to,infected WordPress webpage
malicious actor,changed URL to,4shared
malicious actor,uses,infected WordPress webpage
malicious actor,uses,bot core
malicious actor,drops,payload
USB Driver.exe,copy,autorun.inf
USB Driver.exe,sideload,ACNSHELL malware
ACNSHELL malware,create,reverse shell
reverse shell,connect to,closed[.]theworkpc[.]com
Earth Kitsune,attribution,WhiskerSpy
WhiskerSpy,C&C domain,updategoogle[.]servehttp[.]com
WhiskerSpy,delivery server domain,microsoftwindow[.]sytes[.]net
Facebook accounts,advertise,scam messages
scam messages,cite,download.tw1988[.]link
TgToxic,behind,sextortion and cryptocurrency scams
Celas LLC,use,Phishing: Spearphishing Link
Phishing: Spearphishing Link,domain,celasllc[.]com
celasllc[.]com,IP,45.199.63[.]220
celasllc[.]com,IP,107.187.66[.]103
celasllc[.]com,IP,145.249.106[.]19
celasllc[.]com,IP,175.29.32[.]160
celasllc[.]com,IP,185.142.236[.]213
celasllc[.]com,IP,185.181.104[.]82
celasllc[.]com,IP,198.251.83[.]27
celasllc[.]com,IP,208.91.197[.]46
celasllc[.]com,IP,209.99.64[.]18
celasllc[.]com,tool,Sectigo
Sectigo,tool,SSL certificate
Celas Trade Pro Application,tool,Windows Program
Celas Trade Pro,use,MSI Installer
celasllc[.]com,signed by,Sectigo certificate
Sectigo certificate,used for,celasllc[.]com
AppleJeus Version 2,identified as,JMT Trading
JMT Trading,marketed and distributed on,jmttrading[.]org
jmttrading[.]org,resolved to,45.33.2[.]79
jmttrading[.]org,resolved to,45.33.23[.]183
jmttrading[.]org,resolved to,45.56.79[.]23
jmttrading[.]org,resolved to,45.79.19[.]196
jmttrading[.]org,resolved to,96.126.123[.]244
jmttrading[.]org,resolved to,146.112.61[.]107
jmttrading[.]org,resolved to,184.168.221[.]40
jmttrading[.]org,resolved to,184.168.221[.]57
jmttrading[.]org,resolved to,198.187.29[.]20
jmttrading[.]org,resolved to,198.54.117[.]197
jmttrading[.]org,resolved to,198.54.117[.]198
jmttrading[.]org,resolved to,198.54.117[.]199
jmttrading[.]org,resolved to,198.54.117[.]200
jmttrading[.]org,resolved to,198.58.118[.]167
jmttrading[.]org,has,Sectigo SSL certificate
Sectigo SSL certificate,issued by,Let's Encrypt
MSI Installer,installs,JMTTrader.exe
MSI Installer,installs,CrashReporter.exe
Union Crypto,domain,unioncrypto[.]vip
unioncrypto[.]vip,resolved to,104.168.167[.]16
unioncrypto[.]vip,resolved to,198.54.117[.]197
unioncrypto[.]vip,resolved to,198.54.117[.]198
unioncrypto[.]vip,resolved to,198.54.117[.]199
unioncrypto[.]vip,resolved to,198.54.117[.]200
unioncrypto[.]vip,recorded on,https://www.unioncrypto[.]vip/download/W6c2dq8By7luMhCmya2v97YeN
unioncrypto[.]vip,had,Sectigo SSL certificate
unioncrypto[.]vip,seen in,Windows Program
Windows Program,extracts,UnionCryptoTrader.msi
Windows Program,runs,UnionCryptoUpdater.msi
Windows Program,installs,UnionCryptoUpdater.exe
Windows Program,deletes,UnionCryptoUpdater.msi
Windows Program,runs,UnionCryptoUpdater.exe
AppleJeus,marketed and distributed by,Kupay Wallet
Kupay Wallet,domain,kupaywallet[.]com
kupaywallet[.]com,resolved to,104.200.67[.]96
kupaywallet[.]com,had,Sectigo SSL certificate
AppleJeus Version 5,marketed and distributed by,CoinGoTrade
CoinGoTrade,domain,coingotrade[.]com
coingotrade[.]com,resolved to,198.54.114[.]175
198.54.114[.]175,controlled by,NameCheap Inc.
